variant,accuracy_mean,accuracy_std,f1_weighted_mean,f1_weighted_std,f1_macro_mean,f1_macro_std
baseline,0.15475493067760202,0.010622166879384913,0.17385242422571165,0.010462585779287126,0.11183094075525075,0.002357411019650388
baseline_plus_metadata,0.25712751415739116,0.009666450674314162,0.30136652426164173,0.008928827418135145,0.21088900355142562,0.011132129617869814
